year,id_,age,educ,sex,race,rincome,ballot,rheight
2022,1642,46,6 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,1643,45,4 years of college,MALE,White,$25000 OR MORE,Ballot c,73
2022,1644,42,8 or more years of college,MALE,White,$25000 OR MORE,Ballot c,71
2022,1645,.n:  No answer,2 years of college,MALE,White,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,1646,55,4 years of college,FEMALE,Black,$25000 OR MORE,Ballot a,-100
2022,1647,22,3 years of college,MALE,White,$20000 - 24999,Ballot c,71
2022,1648,31,6 years of college,MALE,Other,$25000 OR MORE,Ballot c,72
2022,1649,36,6 years of college,MALE,Other,$25000 OR MORE,Ballot a,-100
2022,1650,.n:  No answer,7 years of college,MALE,Black,$25000 OR MORE,Ballot b,-100
2022,1651,51,3 years of college,MALE,White,.d:  Do not Know/Cannot Choose,Ballot c,72
2022,1652,32,4 years of college,MALE,Black,.r:  Refused,Ballot a,-100
2022,1653,50,12th grade,MALE,White,$10000 - 14999,Ballot c,68
2022,1654,41,1 year of college,FEMALE,Black,$25000 OR MORE,Ballot a,-100
2022,1655,49,6 years of college,MALE,Black,$25000 OR MORE,Ballot a,-100
2022,1656,47,6 years of college,FEMALE,Black,$25000 OR MORE,Ballot a,-100
2022,1657,40,2 years of college,FEMALE,White,.r:  Refused,Ballot b,-100
2022,1658,34,9th grade,FEMALE,Black,$8000 TO 9999,Ballot b,-100
2022,1659,56,3 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1660,54,3 years of college,FEMALE,White,.r:  Refused,Ballot b,-100
2022,1661,34,4 years of college,FEMALE,White,.r:  Refused,Ballot c,66
2022,1662,70,2 years of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,1663,76,12th grade,FEMALE,White,.i:  Inapplicable,Ballot c,62
2022,1664,.n:  No answer,4 years of college,FEMALE,.i:  Inapplicable,$20000 - 24999,Ballot a,-100
2022,1665,51,12th grade,MALE,Other,$25000 OR MORE,Ballot b,-100
2022,1666,59,2 years of college,FEMALE,Black,$25000 OR MORE,Ballot c,63
2022,1667,55,4 years of college,FEMALE,Black,$25000 OR MORE,Ballot b,-100
2022,1668,76,3 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1669,77,12th grade,FEMALE,White,.i:  Inapplicable,Ballot c,66
2022,1670,41,2 years of college,MALE,White,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,1671,47,12th grade,FEMALE,White,.i:  Inapplicable,Ballot c,59
2022,1672,63,12th grade,MALE,Black,.i:  Inapplicable,Ballot c,64
2022,1673,80,12th grade,FEMALE,Black,.i:  Inapplicable,Ballot b,-100
2022,1674,35,8th grade,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1675,37,1 year of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,1676,22,12th grade,FEMALE,White,$3000 TO 3999,Ballot b,-100
2022,1677,60,12th grade,FEMALE,White,.d:  Do not Know/Cannot Choose,Ballot c,62
2022,1678,37,7th grade,MALE,White,$15000 - 19999,Ballot b,-100
2022,1679,32,12th grade,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1680,57,2 years of college,MALE,White,$15000 - 19999,Ballot b,-100
2022,1681,36,12th grade,FEMALE,White,$25000 OR MORE,Ballot c,62
2022,1682,28,12th grade,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1683,66,12th grade,MALE,Other,.i:  Inapplicable,Ballot c,66
2022,1684,48,12th grade,FEMALE,White,$10000 - 14999,Ballot c,-100
2022,1685,23,6th grade,FEMALE,Other,.i:  Inapplicable,Ballot b,-100
2022,1686,36,12th grade,MALE,Other,$25000 OR MORE,Ballot c,66
2022,1687,77,12th grade,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,1688,67,11th grade,FEMALE,White,.i:  Inapplicable,Ballot c,63
2022,1689,28,12th grade,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,1690,21,12th grade,MALE,Black,$10000 - 14999,Ballot b,-100
2022,1691,79,12th grade,MALE,White,.i:  Inapplicable,Ballot c,69
2022,1692,35,4 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,1693,23,2 years of college,FEMALE,Other,$7000 TO 7999,Ballot a,-100
2022,1694,64,12th grade,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1695,74,12th grade,MALE,White,$15000 - 19999,Ballot c,71
2022,1696,65,2 years of college,FEMALE,White,.i:  Inapplicable,Ballot c,64
2022,1697,60,12th grade,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,1698,78,12th grade,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,1699,50,8th grade,MALE,White,$10000 - 14999,Ballot b,-100
2022,1700,30,2 years of college,FEMALE,Black,$25000 OR MORE,Ballot a,-100
2022,1701,34,12th grade,MALE,Black,$5000 TO 5999,Ballot b,-100
2022,1702,42,7 years of college,MALE,Black,.i:  Inapplicable,Ballot c,75
2022,1703,43,2 years of college,FEMALE,Black,$7000 TO 7999,Ballot a,-100
2022,1704,32,11th grade,FEMALE,Black,$20000 - 24999,Ballot b,-100
2022,1705,56,2 years of college,FEMALE,Black,.r:  Refused,Ballot a,-100
2022,1706,24,1 year of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1707,39,12th grade,FEMALE,Black,.d:  Do not Know/Cannot Choose,Ballot c,-97
2022,1708,40,9th grade,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,1709,60,3 years of college,MALE,Black,$15000 - 19999,Ballot c,77
2022,1710,31,1 year of college,MALE,Black,.i:  Inapplicable,Ballot c,75
2022,1711,54,4 years of college,FEMALE,Black,$25000 OR MORE,Ballot b,-100
2022,1712,29,2 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,1713,81,4 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,1714,59,6 years of college,FEMALE,Black,.i:  Inapplicable,Ballot b,-100
2022,1715,37,2 years of college,MALE,White,$25000 OR MORE,Ballot c,66
2022,1716,30,12th grade,FEMALE,Black,$8000 TO 9999,Ballot c,60
2022,1717,72,8 or more years of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,1718,65,1 year of college,FEMALE,White,.i:  Inapplicable,Ballot c,63
2022,1719,42,4 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1720,48,12th grade,FEMALE,Other,.r:  Refused,Ballot b,-100
2022,1721,72,11th grade,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,1722,.n:  No answer,2 years of college,MALE,Other,.i:  Inapplicable,Ballot a,-100
2022,1723,55,3 years of college,MALE,White,$10000 - 14999,Ballot c,68
2022,1724,36,1 year of college,MALE,Black,$25000 OR MORE,Ballot b,-100
2022,1725,.n:  No answer,3 years of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,1726,58,10th grade,FEMALE,White,$25000 OR MORE,Ballot c,62
2022,1727,64,2 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,1728,50,8th grade,MALE,Other,.i:  Inapplicable,Ballot a,-100
2022,1729,66,10th grade,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,1730,35,10th grade,FEMALE,White,$20000 - 24999,Ballot a,-100
2022,1731,64,2 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1732,54,6th grade,MALE,White,$25000 OR MORE,Ballot c,67
2022,1733,34,2nd grade,MALE,White,$15000 - 19999,Ballot c,67
2022,1734,51,12th grade,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1735,34,2 years of college,MALE,White,$15000 - 19999,Ballot b,-100
2022,1736,24,4 years of college,FEMALE,White,.i:  Inapplicable,Ballot c,59
2022,1737,66,12th grade,MALE,White,$25000 OR MORE,Ballot c,72
2022,1738,44,1 year of college,MALE,White,$25000 OR MORE,Ballot c,68
2022,1739,62,12th grade,FEMALE,White,$8000 TO 9999,Ballot a,-100
2022,1740,40,12th grade,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,1741,55,1 year of college,FEMALE,White,$25000 OR MORE,Ballot c,62
2022,1742,43,12th grade,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,1743,54,12th grade,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1744,67,4 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1745,59,4 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1746,55,1 year of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,1747,44,1 year of college,FEMALE,Black,.i:  Inapplicable,Ballot b,-100
2022,1748,45,1 year of college,FEMALE,White,$25000 OR MORE,Ballot c,68
2022,1749,.n:  No answer,1 year of college,FEMALE,White,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,1750,.n:  No answer,6 years of college,FEMALE,White,$25000 OR MORE,Ballot c,-97
2022,1751,33,4 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,1752,65,2 years of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,1753,45,4 years of college,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,1754,38,4 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1755,32,4 years of college,FEMALE,White,.i:  Inapplicable,Ballot c,66
2022,1756,.n:  No answer,12th grade,.n:  No answer,Black,.i:  Inapplicable,Ballot b,-100
2022,1757,23,11th grade,MALE,Black,$15000 - 19999,Ballot a,-100
2022,1758,24,4 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,1759,77,7 years of college,MALE,White,$25000 OR MORE,Ballot c,73
2022,1760,54,4 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,1761,28,7 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,1762,69,12th grade,FEMALE,Black,.i:  Inapplicable,Ballot b,-100
2022,1763,71,5 years of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,1764,56,2 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,1765,28,12th grade,MALE,White,LT $1000,Ballot c,72
2022,1766,46,12th grade,MALE,White,.i:  Inapplicable,Ballot c,68
2022,1767,45,12th grade,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1768,43,12th grade,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1769,43,12th grade,MALE,Black,$25000 OR MORE,Ballot a,-100
2022,1770,67,12th grade,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1771,74,12th grade,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,1772,85,12th grade,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,1773,45,4 years of college,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,1774,50,2 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1775,28,10th grade,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,1776,72,3 years of college,MALE,White,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,1777,70,4 years of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,1778,69,6 years of college,MALE,White,.i:  Inapplicable,Ballot c,70
2022,1779,69,12th grade,MALE,White,$10000 - 14999,Ballot c,69
2022,1780,30,11th grade,FEMALE,Black,.r:  Refused,Ballot b,-100
2022,1781,76,4 years of college,FEMALE,White,.i:  Inapplicable,Ballot c,64
2022,1782,89 or older,1 year of college,MALE,Black,.d:  Do not Know/Cannot Choose,Ballot c,65
2022,1783,66,12th grade,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,1784,24,4 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,1785,30,4 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1786,26,5 years of college,MALE,White,$25000 OR MORE,Ballot c,69
2022,1787,60,12th grade,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,1788,69,4 years of college,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,1789,19,12th grade,MALE,White,$1000 TO 2999,Ballot b,-100
2022,1790,58,5 years of college,FEMALE,White,$25000 OR MORE,Ballot c,63
2022,1791,26,12th grade,FEMALE,White,$10000 - 14999,Ballot c,66
2022,1792,83,10th grade,FEMALE,Black,.i:  Inapplicable,Ballot a,-100
2022,1793,62,2 years of college,FEMALE,Black,.i:  Inapplicable,Ballot b,-100
2022,1794,47,11th grade,MALE,Other,$25000 OR MORE,Ballot c,72
2022,1795,22,4 years of college,FEMALE,White,$5000 TO 5999,Ballot a,-100
2022,1796,20,2 years of college,FEMALE,Other,.i:  Inapplicable,Ballot c,53
2022,1797,20,3 years of college,FEMALE,White,$20000 - 24999,Ballot a,-100
2022,1798,31,3 years of college,MALE,White,$10000 - 14999,Ballot b,-100
2022,1799,21,3 years of college,MALE,White,$6000 TO 6999,Ballot c,75
2022,1800,21,3 years of college,FEMALE,White,.i:  Inapplicable,Ballot c,68
2022,1801,30,5 years of college,FEMALE,White,.i:  Inapplicable,Ballot c,68
2022,1802,69,12th grade,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1803,68,12th grade,MALE,White,.i:  Inapplicable,Ballot c,70
2022,1804,70,12th grade,FEMALE,White,.i:  Inapplicable,Ballot c,64
2022,1805,35,2 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1806,39,4 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,1807,.n:  No answer,4 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1808,24,12th grade,FEMALE,Other,$20000 - 24999,Ballot a,-100
2022,1809,28,4 years of college,MALE,Black,.i:  Inapplicable,Ballot c,71
2022,1810,32,12th grade,MALE,White,$5000 TO 5999,Ballot c,72
2022,1811,32,6 years of college,MALE,Black,.i:  Inapplicable,Ballot c,72
2022,1812,89 or older,12th grade,MALE,Black,.i:  Inapplicable,Ballot a,-100
2022,1813,75,4 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1814,27,6 years of college,MALE,Other,$25000 OR MORE,Ballot c,65
2022,1815,.n:  No answer,12th grade,MALE,Black,.r:  Refused,Ballot c,-99
2022,1816,22,3 years of college,FEMALE,Black,$20000 - 24999,Ballot a,-100
2022,1817,.n:  No answer,12th grade,MALE,Black,.r:  Refused,Ballot a,-100
2022,1818,70,10th grade,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,1819,.n:  No answer,11th grade,MALE,Other,$25000 OR MORE,Ballot a,-100
2022,1820,71,4 years of college,MALE,White,.i:  Inapplicable,Ballot c,70
2022,1821,.n:  No answer,12th grade,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1822,64,12th grade,FEMALE,Black,.i:  Inapplicable,Ballot a,-100
2022,1823,66,2 years of college,MALE,White,.i:  Inapplicable,Ballot c,73
2022,1824,29,4 years of college,FEMALE,White,.i:  Inapplicable,Ballot c,66
2022,1825,34,4 years of college,FEMALE,White,$25000 OR MORE,Ballot c,71
2022,1826,.n:  No answer,12th grade,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,1827,20,1 year of college,FEMALE,Black,$15000 - 19999,Ballot a,-100
2022,1828,86,12th grade,FEMALE,Black,.i:  Inapplicable,Ballot b,-100
2022,1829,59,12th grade,FEMALE,White,$1000 TO 2999,Ballot c,63
2022,1830,70,3 years of college,MALE,Black,$3000 TO 3999,Ballot a,-100
2022,1831,.n:  No answer,7 years of college,FEMALE,Other,$25000 OR MORE,Ballot c,60
2022,1832,57,10th grade,MALE,White,$25000 OR MORE,Ballot c,70
2022,1833,73,2 years of college,MALE,White,.i:  Inapplicable,Ballot c,67
2022,1834,72,1 year of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,1835,48,4 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,1836,62,6 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1837,.n:  No answer,12th grade,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,1838,33,4 years of college,FEMALE,White,$25000 OR MORE,Ballot c,65
2022,1839,68,12th grade,FEMALE,White,$3000 TO 3999,Ballot a,-100
2022,1840,30,4 years of college,FEMALE,White,$15000 - 19999,Ballot c,65
2022,1841,41,3 years of college,MALE,Black,LT $1000,Ballot a,-100
2022,1842,18,12th grade,MALE,Black,.i:  Inapplicable,Ballot b,-100
2022,1843,39,1 year of college,MALE,White,.i:  Inapplicable,Ballot c,70
2022,1844,53,12th grade,MALE,White,$25000 OR MORE,Ballot c,70
2022,1845,60,2 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,1846,78,2 years of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,1847,69,12th grade,MALE,Other,.i:  Inapplicable,Ballot a,-100
2022,1848,.n:  No answer,12th grade,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1849,29,6th grade,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,1850,62,12th grade,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,1851,31,4 years of college,FEMALE,White,$25000 OR MORE,Ballot c,63
2022,1852,27,6 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,1853,46,6 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1854,28,5 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1855,69,12th grade,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,1856,47,12th grade,FEMALE,Other,$25000 OR MORE,Ballot b,-100
2022,1857,24,4 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1858,65,5 years of college,FEMALE,White,$10000 - 14999,Ballot a,-100
2022,1859,70,12th grade,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1860,55,1 year of college,FEMALE,White,$5000 TO 5999,Ballot a,-100
2022,1861,24,1 year of college,FEMALE,Black,$25000 OR MORE,Ballot c,65
2022,1862,35,6 years of college,FEMALE,White,$25000 OR MORE,Ballot c,64
2022,1863,.n:  No answer,6 years of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,1864,30,4 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1865,61,4 years of college,MALE,White,.i:  Inapplicable,Ballot c,68
2022,1866,60,1 year of college,FEMALE,Black,$25000 OR MORE,Ballot a,-100
2022,1867,51,6 years of college,FEMALE,White,$25000 OR MORE,Ballot c,63
2022,1868,18,9th grade,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,1869,60,4 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1870,61,4 years of college,FEMALE,White,$25000 OR MORE,Ballot c,65
2022,1871,59,12th grade,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1872,52,5 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,1873,44,12th grade,FEMALE,Black,$25000 OR MORE,Ballot b,-100
2022,1874,22,4 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,1875,39,4 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1876,54,12th grade,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1877,36,8 or more years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1878,77,3 years of college,FEMALE,White,.i:  Inapplicable,Ballot c,68
2022,1879,45,4 years of college,MALE,Other,$25000 OR MORE,Ballot a,-100
2022,1880,34,3 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,1881,74,5 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1882,38,5 years of college,MALE,White,$25000 OR MORE,Ballot c,71
2022,1883,73,2 years of college,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,1884,54,4 years of college,MALE,White,$25000 OR MORE,Ballot c,70
2022,1885,25,4 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,1886,55,4 years of college,FEMALE,White,$25000 OR MORE,Ballot c,67
2022,1887,81,4 years of college,FEMALE,White,.i:  Inapplicable,Ballot c,65
2022,1888,32,7 years of college,MALE,White,.i:  Inapplicable,Ballot c,74
2022,1889,19,12th grade,MALE,White,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,1890,42,5 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1891,75,4 years of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,1892,43,5 years of college,MALE,White,$25000 OR MORE,Ballot c,72
2022,1893,55,4 years of college,FEMALE,White,$25000 OR MORE,Ballot c,65
2022,1894,39,12th grade,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1895,39,7 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1896,81,6th grade,FEMALE,White,.i:  Inapplicable,Ballot c,68
2022,1897,22,1 year of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1898,20,12th grade,MALE,Other,.i:  Inapplicable,Ballot a,-100
2022,1899,34,12th grade,FEMALE,White,$25000 OR MORE,Ballot c,67
2022,1900,24,12th grade,FEMALE,Other,$5000 TO 5999,Ballot c,60
2022,1901,25,11th grade,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,1902,26,12th grade,MALE,White,$25000 OR MORE,Ballot c,71
2022,1903,26,12th grade,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1904,61,8 or more years of college,MALE,White,$15000 - 19999,Ballot b,-100
2022,1905,29,4 years of college,MALE,Other,$25000 OR MORE,Ballot c,71
2022,1906,74,4 years of college,FEMALE,Other,.i:  Inapplicable,Ballot c,63
2022,1907,31,4 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1908,21,3 years of college,FEMALE,Black,.i:  Inapplicable,Ballot c,64
2022,1909,22,11th grade,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,1910,32,12th grade,FEMALE,.i:  Inapplicable,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,1911,69,12th grade,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,1912,79,4 years of college,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,1913,46,1 year of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1914,53,6 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1915,62,12th grade,MALE,White,.i:  Inapplicable,Ballot c,69
2022,1916,39,4 years of college,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,1917,67,4 years of college,FEMALE,White,.i:  Inapplicable,Ballot c,64
2022,1918,38,5 years of college,FEMALE,White,$25000 OR MORE,Ballot c,66
2022,1919,50,11th grade,MALE,White,$25000 OR MORE,Ballot c,67
2022,1920,46,8 or more years of college,FEMALE,White,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,1921,47,8 or more years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,1922,75,2 years of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,1923,19,12th grade,MALE,White,$3000 TO 3999,Ballot b,-100
2022,1924,55,3 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1925,32,4 years of college,MALE,White,$25000 OR MORE,Ballot c,72
2022,1926,25,12th grade,FEMALE,White,$15000 - 19999,Ballot b,-100
2022,1927,29,10th grade,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1928,55,12th grade,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1929,60,2 years of college,FEMALE,White,.i:  Inapplicable,Ballot c,63
2022,1930,44,12th grade,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1931,33,12th grade,MALE,White,$10000 - 14999,Ballot c,67
2022,1932,61,2 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,1933,42,5 years of college,FEMALE,Black,$25000 OR MORE,Ballot c,63
2022,1934,57,8th grade,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,1935,20,12th grade,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1936,35,4 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1937,41,5 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1938,.n:  No answer,7 years of college,FEMALE,Black,.i:  Inapplicable,Ballot a,-100
2022,1939,24,.n:  No answer,FEMALE,Other,$25000 OR MORE,Ballot b,-100
2022,1940,42,4 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1941,24,4 years of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,1942,71,12th grade,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,1943,45,3 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1944,23,9th grade,MALE,White,$25000 OR MORE,Ballot c,74
2022,1945,37,4 years of college,FEMALE,White,$25000 OR MORE,Ballot c,63
2022,1946,78,11th grade,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,1947,73,7 years of college,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,1948,24,12th grade,FEMALE,Black,$25000 OR MORE,Ballot a,-100
2022,1949,45,4 years of college,FEMALE,White,$10000 - 14999,Ballot a,-100
2022,1950,37,5 years of college,MALE,White,$8000 TO 9999,Ballot a,-100
2022,1951,39,2 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1952,27,6 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,1953,.n:  No answer,8 or more years of college,MALE,.i:  Inapplicable,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,1954,34,3 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,1955,65,4 years of college,FEMALE,White,$25000 OR MORE,Ballot c,69
2022,1956,28,2 years of college,MALE,Black,$25000 OR MORE,Ballot c,66
2022,1957,26,4 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,1958,.n:  No answer,4 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,1959,28,4 years of college,FEMALE,White,$25000 OR MORE,Ballot c,62
2022,1960,68,4 years of college,FEMALE,White,$3000 TO 3999,Ballot c,63
2022,1961,70,3 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,1962,66,1 year of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,1963,45,12th grade,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,1964,62,12th grade,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1965,55,2 years of college,FEMALE,Black,.i:  Inapplicable,Ballot a,-100
2022,1966,49,9th grade,MALE,White,$4000 TO 4999,Ballot a,-100
2022,1967,63,1 year of college,MALE,White,$3000 TO 3999,Ballot b,-100
2022,1968,30,12th grade,FEMALE,White,.i:  Inapplicable,Ballot c,68
2022,1969,40,12th grade,MALE,Black,$20000 - 24999,Ballot a,-100
2022,1970,30,10th grade,FEMALE,White,$20000 - 24999,Ballot b,-100
2022,1971,38,12th grade,MALE,.i:  Inapplicable,.i:  Inapplicable,Ballot b,-100
2022,1972,32,9th grade,FEMALE,White,$25000 OR MORE,Ballot c,70
2022,1973,24,12th grade,FEMALE,White,$20000 - 24999,Ballot b,-100
2022,1974,21,12th grade,FEMALE,Other,$5000 TO 5999,Ballot a,-100
2022,1975,45,12th grade,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,1976,66,12th grade,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,1977,53,2 years of college,MALE,White,$25000 OR MORE,Ballot c,69
2022,1978,49,12th grade,MALE,White,.i:  Inapplicable,Ballot c,69
2022,1979,72,12th grade,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,1980,51,6 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1981,35,2 years of college,FEMALE,Other,$25000 OR MORE,Ballot c,62
2022,1982,65,3 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,1983,.n:  No answer,4 years of college,MALE,Other,.r:  Refused,Ballot a,-100
2022,1984,53,12th grade,MALE,White,$25000 OR MORE,Ballot b,-100
2022,1985,31,2 years of college,FEMALE,White,$10000 - 14999,Ballot b,-100
2022,1986,66,4 years of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
